trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
943,4.06,1,0,23,26.95,0,1
2217,15.14,6,0,0,26.625,0,1
490,1.66,1,0,0,6,0,0
884,3.93,1,0,34,26.525,0,1
1539,6.12,1,0,0,26.625,0,1
628,4.47,1,0,0,26.625,0,1
968,1.64,1,0,22,27.125,0,1
467,1.61,1,0,15,10.125,0,0
155,1.29,1,0,8,5.5,0,0
470,2.19,1,0,0,6,0,0
215,1.05,1,0,12,5.925,0,0
932,5.12,1,0,22,9.95,0,0
585,3.04,1,0,12,9.375,0,0
1036,5.57,1,0,21,6.45,0,0
587,2.49,1,0,0,6,0,0
274,1.88,1,0,5,10.225,0,0
823,3.57,1,0,0,6,0,0
945,5.1,2,0,0,6,0,0
1931,7.89,1,0,59,26.275,0,1
1809,11.25,1,0,0,30.375,0,1
387,1.69,1,0,0,6,0,0
653,3.06,2,0,0,6,0,0
704,2.09,1,0,15,5.7,0,0
1192,6.55,1,0,11,34.375,0,1
315,0.34,1,0,0,2.25,0,0
1141,4.7,1,0,22,6.2,0,0
1298,9.98,1,0,31,6.2,0,0
702,2.54,1,0,30,27.075,0,1
512,1.61,1,0,0,6,0,0
180,0.29,1,0,0,2.25,0,0
517,2.08,1,0,0,34.125,0,1
231,0.39,1,0,0,2.25,0,0
461,2.29,2,0,22,10.25,0,0
430,2.3,1,0,16,26.45,0,1
560,1.93,2,0,26,26.5,0,1
84,0.37,2,0,0,13.5,0,0
1576,6.53,1,0,41,26.95,0,1
977,5.92,1,0,0,9.75,0,0
282,1.51,1,0,9,5.7,0,0
775,4.39,1,0,0,26.625,0,1
1213,5.47,1,0,0,6,0,0
90,0.23,1,0,63,2.7,0,0
161,1.14,3,0,9,13.95,0,0
2461,16.74,1,0,0,13.5,0,0
2236,8.37,1,0,39,13.875,0,0
642,6.37,1,0,26,13.75,0,0
304,1.64,1,0,0,6,0,0
1281,15.22,1,0,47,30.7,0,1
1700,5.55,1,0,0,34.125,0,1
1509,8.69,1,0,36,26.7,0,1
491,3.86,1,0,0,2.25,0,0
951,2.66,4,0,0,13.5,0,0
300,1.01,1,0,0,6,0,0
1437,6.39,1,0,31,26.45,0,1
1420,13.31,1,0,15,26.625,0,1
759,2.41,1,0,15,6.45,0,0
652,1.79,3,0,0,6,0,0
1633,7.19,1,0,32,13.45,0,0
615,,1,0,0,26.625,0,1
2525,29.27,1,0,0,51.375,0,0
795,2.62,1,0,15,6.45,0,0
870,3.14,1,0,0,26.625,0,1
1202,4.49,1,0,23,5.95,0,0
580,2.29,1,0,30,9.75,0,0
850,8.84,2,0,42,34.425,0,1
481,4.02,1,0,0,6,0,0
936,4.67,1,0,21,9.375,0,0
14,0.58,1,0,1,1.85,0,0
565,2.72,1,0,0,6,0,0
1264,6.37,1,0,32,33.7,0,1
330,1.53,1,0,1,26.375,0,1
1075,3.38,1,0,0,13.5,0,0
502,3.07,3,0,9,2.25,0,0
622,,1,0,23,13.45,0,0
3,0.55,2,0,0,2.25,0,0
1773,18.86,2,0,194,71.8,0,1
244,1.35,1,0,0,26.625,0,1
646,4.91,1,0,19,9.95,0,0
693,2.82,1,0,15,6.45,0,0
262,0.97,1,0,0,9.75,0,0
243,1.08,1,0,13,9.8,0,0
527,3.06,1,0,0,9.75,0,0
2551,26.84,1,0,0,55.125,0,0
1286,10.69,2,0,34,6.2,0,0
1502,12.87,1,0,42,9.375,0,0
919,2.57,3,0,11,13.75,0,0
785,3.2,1,0,21,6.15,0,0
219,1.13,1,0,0,6,0,0
5,0.06,1,0,30,2.7,0,0
1192,5.75,1,0,37,5.675,0,0
1016,3.32,1,0,25,5.9,0,0
2509,16.9,1,0,0,13.5,0,0
480,1.95,1,0,0,26.625,0,1
308,1.09,1,0,0,6,0,0
370,2.29,1,0,11,5.95,0,0
676,2.88,1,0,0,9.75,0,0
2561,20.92,1,0,0,30.375,0,1
1091,9.22,1,0,8,29.875,0,1
517,1.82,1,0,12,5.7,0,0
2248,9.17,1,0,0,13.5,0,0
232,1.51,1,0,0,9.75,0,0
521,2.54,1,0,13,6.2,0,0
794,3.54,1,0,23,33.7,0,1
566,3.3,2,0,0,30.375,0,1
791,3.3,1,0,23,33.7,0,1
2095,8.55,1,0,0,2.325,0,0
333,0.85,1,0,8,5.5,0,0
638,3.27,1,0,15,30.375,0,1
883,7.98,1,0,27,6.45,0,0
697,4.35,1,0,0,13.5,0,0
787,4.02,1,0,38,9.25,0,0
145,1.14,1,0,0,26.625,0,1
491,2.2,1,0,0,6,0,0
276,1.03,1,0,0,9.75,0,0
599,2.9,1,0,0,13.5,0,0
596,1.98,1,0,0,6,0,0
460,2.3,1,0,0,34.125,0,1
318,2.24,3,0,13,5.75,0,0
1540,3.75,1,0,0,6,0,0
726,2.03,1,0,18,6.375,0,0
602,2.75,2,0,17,6.4,0,0
186,1.32,1,0,90,2.7,0,0
601,2.93,1,0,25,34.55,0,1
2336,12.25,1,0,48,26.7,0,1
419,1.27,1,0,0,6,0,0
375,2.01,1,0,11,5.95,0,0
494,2.7,1,0,0,9.75,0,0
242,1.51,1,0,0,6,0,0
367,1.51,1,0,0,6,0,0
640,2.7,1,0,0,6,0,0
921,11.09,1,0,30,30.375,0,1
1015,3.27,1,0,0,6,0,0
3465,42.16,1,0,0,6,0,0
865,3.22,1,0,0,9.75,0,0
1132,6.28,1,0,26,9.625,0,0
146,0.29,1,0,0,13.5,0,0
1177,4.57,1,0,34,6.425,0,0
1187,11.86,2,0,62,75.85,0,1
1815,8.27,1,0,39,34.2,0,1
570,2.86,1,0,15,26.625,0,1
256,1.38,1,0,0,6,0,0
347,2.46,1,0,18,5.55,0,0
638,2.48,1,0,15,9.45,0,0
382,1.38,1,0,0,6,0,0
580,7.19,1,0,0,13.5,0,0
959,7.44,1,0,0,6,0,0
596,6.63,1,0,26,30.7,0,1
412,2.09,1,0,16,26.45,0,1
1721,8.53,2,0,0,6,0,0
675,3.77,1,0,0,13.5,0,0
592,6.58,1,0,0,26.625,0,1
581,2.54,1,0,14,5.95,0,0
332,1.19,1,0,0,9.75,0,0
1232,4.47,1,0,0,13.5,0,0
694,3.3,1,0,20,26.95,0,1
1562,4.22,1,0,0,6,0,0
1598,6.57,1,0,19,5.75,0,0
450,2.09,1,0,12,5.7,0,0
654,3.07,1,0,8,5.5,0,0
240,1.29,1,0,9,5.625,0,0
504,1.46,1,0,1,13.1,0,0
856,3.7,1,0,0,26.625,0,1
828,3.7,1,0,0,26.625,0,1
997,3.57,1,0,30,26.7,0,1
510,2.41,1,0,13,6.2,0,0
422,4.1,3,0,0,6,0,0
1098,12.5,1,0,46,55.4,0,0
373,1.35,1,0,0,13.5,0,0
1161,3.64,1,0,21,5.7,0,0
423,1.69,1,0,0,9.75,0,0
1131,4.1,1,0,0,26.625,0,1
238,2.51,1,0,0,6,0,0
732,2.91,2,0,0,13.5,0,0
763,4.99,1,0,30,26.625,0,1
489,3.09,1,0,0,6,0,0
277,1.43,1,0,0,6,0,0
959,11.1,1,0,0,6,0,0
389,2.09,5,0,16,26.45,0,1
1013,2.72,1,0,0,6,0,0
835,2.77,1,0,22,33.95,0,1
756,3.33,1,0,0,13.5,0,0
683,3.23,1,0,38,2.35,0,0
289,2.17,1,0,8,5.5,0,0
1299,14.81,0,0,0,0,0,0
670,1.71,1,0,0,13.5,0,0
636,3.15,1,0,20,26.95,0,1
314,2.19,1,0,0,9.75,0,0
317,1.26,1,0,14,6.175,0,0
1937,6.6,1,0,40,33.95,0,1
135,0.4,1,0,11,9.55,0,0
677,3.28,1,0,0,13.5,0,0
383,2.16,1,0,0,6,0,0
778,2.54,1,0,0,6,0,0
887,3.46,1,0,27,5.55,0,0
282,0.85,1,0,0,6,0,0
309,1.56,1,0,16,10.175,0,0
501,2.11,1,0,0,6,0,0
676,5.26,1,0,0,30.375,0,1
2667,6.97,1,0,0,13.5,0,0
431,2.27,1,0,12,10.2,0,0
187,1.37,3,0,0,13.5,0,0
513,4.17,1,0,16,6.2,0,0
1488,9.3,2,0,34,6.2,0,0
567,1.34,1,0,17,26.2,0,1
681,2.41,1,0,19,26.375,0,1
398,2.11,1,0,13,13.7,0,0
1138,8.03,3,0,0,2.25,0,0
955,4.8,1,0,24,26.7,0,1
1025,4.86,1,0,22,27.125,0,1
649,11.02,1,0,50,55.45,0,0
289,1.42,1,0,0,13.5,0,0
490,2.86,1,0,17,13.9,0,0
320,1.61,2,0,15,10.05,0,0
338,0.97,1,0,12,5.625,0,0
296,1.05,1,0,9,10.2,0,0
553,3.01,1,0,14,5.95,0,0
1163,4.02,6,0,19,26.375,0,1
933,4.54,1,0,0,13.5,0,0
1356,5.38,1,0,0,6,0,0
697,2.29,1,0,0,13.5,0,0
151,1.27,1,0,15,9.75,0,0
870,1.87,1,0,0,6,0,0
1555,6.23,1,0,22,34.625,0,1
714,3.7,1,0,0,6,0,0
548,1.93,1,0,0,6,0,0
167,1.17,1,0,9,9.45,0,0
436,1.26,1,0,0,13.5,0,0
930,6.08,1,0,25,13.7,0,0
840,2.83,1,0,0,13.5,0,0
897,4.33,1,0,23,26.2,0,1
221,1.05,1,0,0,6,0,0
984,4.01,1,0,0,6,0,0
251,1.72,1,0,0,13.5,0,0
869,4.49,2,0,20,5.95,0,0
449,1.67,2,0,11,5.95,0,0
459,4.25,1,0,0,9.75,0,0
482,1.5,1,0,0,13.5,0,0
1425,1.8,1,0,0,26.625,0,1
1635,5.95,1,0,15,26.625,0,1
1008,3.69,1,0,0,13.5,0,0
441,1.58,1,0,11,5.95,0,0
408,1.98,1,0,0,6,0,0
182,0.77,1,0,11,5.8,0,0
1730,9.35,5,0,40,26.45,0,1
907,11.17,1,0,0,6,0,0
1301,6.6,2,0,0,6,0,0
1119,8.21,1,0,12,26.175,0,1
494,3.57,1,0,0,30.375,0,1
2087,14,1,0,0,6,0,0
269,1.37,1,0,0,26.625,0,1
700,3.59,1,0,0,13.5,0,0
468,1.77,1,0,0,6,0,0
703,3.36,1,0,0,26.625,0,1
1079,12.23,1,0,39,6.45,0,0
15,0.14,1,0,0,2.25,0,0
999,6.12,1,0,34,6.125,0,0
803,5.42,1,0,0,6,0,0
591,3.67,1,0,20,10,0,0
261,1.63,1,0,8,5.5,0,0
881,3.36,1,0,18,5.7,0,0
152,0.34,1,0,0,6,0,0
2005,18.06,1,0,54,6.45,0,0
438,3.7,1,0,0,30.375,0,1
520,1.27,6,0,0,13.5,0,0
971,4.46,2,0,24,26.7,0,1
631,3.67,1,0,15,26.325,0,1
1740,6.12,2,0,0,26.625,0,1
461,2,6,0,0,26.625,0,1
949,4.44,1,0,25,33.95,0,1
734,3.59,1,0,15,13.5,0,0
841,3.27,1,0,0,26.625,0,1
681,3.65,1,0,16,6.2,0,0
1210,8.63,1,0,35,30.7,0,1
1670,12.01,1,0,42,5.7,0,0
1441,15.24,1,0,0,26.625,0,1
651,1.96,1,0,0,6,0,0
937,3.27,1,0,19,6.2,0,0
204,1.77,1,0,15,6,0,0
645,2.29,1,0,0,6,0,0
474,2.11,1,0,0,6,0,0
174,0.55,1,0,0,6,0,0
816,5.12,1,0,8,9.25,0,0
407,2.14,2,0,16,26.45,0,1
1002,3.38,1,0,0,13.5,0,0
859,5.25,1,0,26,30.7,0,1
575,2.99,1,0,14,26.725,0,1
859,4.78,1,0,0,6,0,0
717,5.39,1,0,30,30.375,0,1
944,7.89,2,0,23,26.725,0,1
1208,7.15,1,0,0,6,0,0
431,1.53,5,0,12,13.95,0,0
1911,8.19,1,0,35,5.95,0,0
1429,4.7,1,0,15,6,0,0
1643,7.66,1,0,33,13.95,0,0
1466,7.68,2,0,16,27.125,0,1
567,4.44,1,0,0,6,0,0
538,2.78,1,0,20,33.7,0,1
483,3.15,4,0,0,6,0,0
510,2.14,1,0,0,6,0,0
566,2.16,1,0,18,30.45,0,1
1230,11.52,1,0,46,58.4,0,0
1533,5.95,1,0,28,6.125,0,0
217,0.9,5,0,0,34.125,0,1
1573,10.51,1,0,15,34.125,0,1
836,3.69,1,0,0,26.625,0,1
487,2.7,1,0,12,6.45,0,0
232,1.58,1,0,0,6,0,0
1247,13.42,1,0,50,55.15,0,0
851,4.99,1,0,18,26.7,0,1
574,3.01,1,0,0,6,0,0
727,4.6,1,0,18,6.45,0,0
382,1.79,1,0,12,13.95,0,0
275,2.46,1,0,8,9.25,0,0
595,1.93,1,0,13,6.2,0,0
546,3.19,1,0,0,6,0,0
258,1.19,1,0,0,9.75,0,0
404,1.82,1,0,15,6,0,0
766,2.11,1,0,23,6.175,0,0
797,3.15,1,0,0,6,0,0
1608,7.02,1,0,40,54.65,0,0
595,2.78,1,0,8,9.25,0,0
262,1.56,1,0,11,13.45,0,0
205,1.17,1,0,0,13.5,0,0
1220,4.3,1,0,24,13.95,0,0
1232,5.38,1,0,0,34.125,0,1
419,1.75,1,0,11,5.95,0,0
994,2.25,1,0,15,6,0,0
944,7.56,1,0,30,26.7,0,1
801,3.99,1,0,8,26.125,0,1
1692,23.82,1,0,101,30.775,0,1
247,0.97,1,0,10,5.75,0,0
302,1.61,1,0,0,0,0,0
433,2,1,0,16,13.1,0,0
2028,11.54,1,0,22,34.625,0,1
1394,8.71,1,0,32,5.95,0,0
1441,6.97,1,0,29,5.95,0,0
425,2,1,0,0,6,0,0
973,4.41,1,0,28,13.25,0,0
700,2.59,2,0,16,13.7,0,0
1232,10.35,1,0,9,26.85,0,1
1232,7.24,1,0,18,30.75,0,1
1319,13.33,2,0,49,55.4,0,0
388,2.83,1,0,16,5.6,0,0
473,1.93,1,0,11,6.25,0,0
1202,4.17,1,0,32,26.575,0,1
1021,5.42,1,0,27,26.7,0,1
967,4.63,1,0,0,9.75,0,0
323,2.57,1,0,24,26.325,0,1
140,1.13,1,0,0,6,0,0
179,0.89,3,0,0,6,0,0
1435,16.66,1,0,0,9.75,0,0
1478,5.12,1,0,28,13.7,0,0
1367,11.1,1,0,51,5.625,0,0
649,3.85,1,0,0,34.125,0,1
1714,16.37,1,0,68,26.2,0,1
1193,3.75,1,0,22,6.2,0,0
758,3.96,2,0,22,6.125,0,0
969,6.28,1,0,0,6,0,0
544,2.77,1,0,0,9.75,0,0
1019,8.95,2,0,26,30.325,0,1
172,0.87,1,0,23,9.85,0,0
692,3.19,1,0,21,13.65,0,0
146,1.01,1,0,0,2.25,0,0
32,0.06,1,0,0,9.75,0,0
400,2.17,1,0,0,6,0,0
592,3.27,1,0,20,34.45,0,1
873,4.3,1,0,19,6.2,0,0
439,1.53,1,0,0,9.75,0,0
606,2.53,1,0,17,6.4,0,0
379,1.56,1,0,0,13.575,0,0
905,5.09,1,0,0,6,0,0
19,0.03,1,0,0,6,0,0
487,1.67,5,0,12,10.2,0,0
1384,5.94,1,0,33,6.375,0,0
433,2.22,5,0,18,5.55,0,0
2914,13.28,1,0,0,6,0,0
539,2.25,1,0,0,13.5,0,0
570,2.51,1,0,0,30.375,0,1
816,3.09,2,0,17,5.95,0,0
1248,4.35,1,0,0,6,0,0
1570,10.9,1,0,43,30.2,0,1
425,3.06,1,0,0,6,0,0
555,2.83,1,0,0,26.625,0,1
1072,15.3,1,0,0,30.375,0,1
1262,11.38,2,0,38,33.625,0,1
5,0.56,1,0,0,2.25,0,0
1088,7.07,1,0,0,2.25,0,0
1135,4.97,1,0,0,13.5,0,0
480,1.58,1,0,8,5.5,0,0
317,1.17,1,0,15,34.2,0,1
872,4.18,1,0,0,6,0,0
576,8.06,1,0,0,2.25,0,0
306,1.22,3,0,2,13,0,0
511,3.15,1,0,0,26.625,0,1
442,1.83,5,0,19,13.175,0,0
13996,24.67,4,0,0,2.25,0,0
926,2.57,1,0,0,6,0,0
1002,12.65,1,0,69,55.575,0,0
936,5.94,1,0,26,26.95,0,1
1990,3.09,1,0,0,6,0,0
525,2.41,1,0,18,6.375,0,0
207,0.53,1,0,11,5.8,0,0
615,2.46,1,0,15,9.45,0,0
420,1.77,1,0,8,5.5,0,0
748,2.74,1,0,0,13.5,0,0
827,14,1,0,0,30.375,0,1
1347,5.95,1,0,0,6,0,0
917,4.04,1,0,15,26.625,0,1
985,4.83,1,0,0,34.125,0,1
421,1.93,1,0,15,26.7,0,1
728,7.44,1,0,24,10.2,0,0
720,2.91,1,0,24,6.3,0,0
960,4.46,1,0,15,26.625,0,1
650,4.1,1,0,22,33.95,0,1
313,1.46,2,0,9,6.45,0,0
644,2.98,1,0,0,6,0,0
527,1.63,1,0,0,6,0,0
771,2.01,1,0,13,6.2,0,0
340,1.63,1,0,12,13.2,0,0
376,1.43,1,0,0,6,0,0
341,2.08,1,0,19,13.175,0,0
970,2.25,1,0,0,6,0,0
754,6.6,1,0,0,13.5,0,0
478,1.9,1,0,15,5.625,0,0
462,1.77,1,0,24,26.25,0,1
327,2.41,1,0,0,6,0,0
504,2.33,1,0,0,26.625,0,1
1334,5.62,1,0,15,34.125,0,1
504,2.88,1,0,8,5.5,0,0
1092,2.96,1,0,0,6,0,0
526,2.03,1,0,8,5.5,0,0
1016,3.35,1,0,0,13.5,0,0
891,6.66,6,0,22,27.125,0,1
818,6.98,1,0,0,6,0,0
633,1.63,1,0,15,13.2,0,0
832,3.49,2,0,22,26.45,0,1
30792,2.2,1,0,16,5.6,0,0
562,2.54,1,0,16,6.5,0,0
216,1.4,1,0,11,5.875,0,0
1988,5.1,1,0,47,34.075,0,1
817,2.93,1,0,23,33.7,0,1
1303,7.18,1,0,32,30.7,0,1
1824,9.11,1,0,0,30.375,0,1
798,2.74,1,0,0,6,0,0
957,3.62,2,0,0,13.5,0,0
716,3.19,2,0,15,13.5,0,0
555,1.48,1,0,19,5.675,0,0
995,8.74,1,0,34,30.2,0,1
2104,5.86,1,0,0,26.625,0,1
718,3.07,1,0,22,33.95,0,1
425,2.09,1,0,6,5.85,0,0
311,2,1,0,0,6,0,0
1087,5.34,1,0,24,5.7,0,0
747,1.87,1,0,0,6,0,0
592,4.99,1,0,27,10.125,0,0
1821,9.12,1,0,112,6.5,0,0
626,2.11,1,0,14,5.95,0,0
1288,5.07,1,0,29,34.45,0,1
197,1.05,1,0,0,13.5,0,0
2863,29.63,1,0,89,55.15,0,0
249,2.03,1,0,11,13.45,0,0
883,4.78,1,0,0,9.75,0,0
2719,32.61,1,0,111,55.425,0,0
513,2.06,1,0,13,9.95,0,0
1483,7.97,1,0,33,26.7,0,1
1079,4.62,1,0,0,2.25,0,0
1418,8.16,1,0,41,26.5,0,1
600,1.77,2,0,0,34.125,0,1
1122,6.07,1,0,0,13.5,0,0
768,3.57,1,0,15,34.125,0,1
638,3.54,1,0,22,33.95,0,1
994,5.68,1,0,0,9.75,0,0
13165,95.39,1,0,0,22.875,0,1
438,2.59,2,0,13,9.95,0,0
466,2.16,1,0,11,6.25,0,0
1078,4.47,1,0,0,26.625,0,1
665,2.37,1,0,9,6,0,0
982,8.58,1,0,26,26.875,0,1
431,0.85,1,0,13,5.75,0,0
147,0.53,1,0,0,6,0,0
558,1.56,1,0,12,5.7,0,0
574,3.22,0,0,7,26.75,0,1
2,0.06,1,0,15,2.7,0,0
488,2.9,1,0,13,6.125,0,0
5644,27.04,1,0,0,34.125,0,1
628,2.38,8,0,0,2.25,0,0
473,2.82,1,0,22,30.05,0,1
629,2.95,1,0,15,10.2,0,0
804,8.85,1,0,15,6,0,0
1232,7.71,1,0,28,13.7,0,0
535,1.53,1,0,0,6,0,0
2500,23.96,1,0,0,6,0,0
546,3.38,1,0,0,34.125,0,1
256,1.37,1,0,9,13.5,0,0
1015,4.12,1,0,0,34.125,0,1
1805,7.02,1,0,33,13.95,0,0
4910,24.08,2,0,0,9.75,0,0
288,1.77,1,0,0,6,0,0
1329,5.17,1,0,0,6,0,0
775,5.39,1,0,0,6,0,0
947,5.09,1,0,0,26.625,0,1
795,3.27,1,0,0,13.5,0,0
831,2.93,1,0,0,6,0,0
945,11.27,1,0,37,26.375,0,1
287,1.48,1,0,0,6,0,0
640,2.64,2,0,0,6,0,0
678,3.54,1,0,0,9.75,0,0
850,14.39,1,0,21,2.25,0,0
1393,7.68,1,0,0,6,0,0
777,3.6,2,0,17,5.95,0,0
681,2.9,1,0,24,6,0,0
577,2.75,1,0,0,6,0,0
1500,4.55,1,0,0,6,0,0
434,2.06,1,0,0,6,0,0
2106,9.22,2,0,0,9.75,0,0
743,2.49,5,0,0,9.75,0,0
902,4.39,1,0,15,30.375,0,1
687,4.54,1,0,22,14,0,0
648,2.74,2,0,23,9.925,0,0
76,0.56,1,0,0,6,0,0
1153,4.54,1,0,0,6,0,0
553,3.38,1,0,0,6,0,0
1032,3.36,1,0,0,13.5,0,0
769,2.16,1,0,0,6,0,0
852,6.24,1,0,8,5.5,0,0
15756,1.83,1,0,0,13.5,0,0
1297,12.15,1,0,48,10.125,0,0
885,2.75,1,0,0,6,0,0
596,2.41,1,0,16,6.5,0,0
210,1.51,2,0,0,6,0,0
580,2.41,1,0,14,5.875,0,0
758,2.9,1,0,0,13.5,0,0
390,1.59,1,0,0,6,0,0
407,1.58,1,0,0,6,0,0
468,2,1,0,8,26.125,0,1
420,1.71,1,0,12,13.95,0,0
843,5.41,1,0,0,6,0,0
502,2.32,1,0,13,30.35,0,1
213,10.28,1,0,0,13.5,0,0
1157,7.15,6,0,15,26.625,0,1
1737,3.83,1,0,32,26.2,0,1
3304,15.61,1,0,0,6,0,0
846,3.01,1,0,18,13.95,0,0
959,6.21,1,0,24,13.2,0,0
168,0.97,2,0,0,26.625,0,1
735,4.04,1,0,0,6,0,0
536,1.88,1,0,16,5.6,0,0
856,4.94,1,0,19,29.975,0,1
1617,10.22,1,0,0,6,0,0
777,4.07,1,0,0,2.25,0,0
1165,4.04,1,0,26,26.95,0,1
1146,4.97,2,0,29,33.7,0,1
410,2,1,0,38,5.5,0,0
920,3.62,1,0,20,13.45,0,0
341,1.64,1,0,11,9.7,0,0
318,1.85,1,0,10,6.2,0,0
800,6.26,1,0,28,5.75,0,0
2067,10.36,1,0,42,26.7,0,1
86323,3.75,1,0,0,9.75,0,0
422,2.41,1,0,30,6,0,0
1077,7.26,2,0,0,6,0,0
543,2.91,1,0,0,9.75,0,0
424,2.16,1,0,20,26.425,0,1
556,3.09,1,0,13,9.95,0,0
303,1.83,2,0,0,9.75,0,0
347,1.74,1,0,8,5.5,0,0
886,3.59,1,0,75,9.75,0,0
1195,4.68,1,0,0,6,0,0
1760,5.31,0,0,8,26.125,0,1
514,1.48,1,0,0,6,0,0
953,2.22,1,0,18,5.7,0,0
1158,3.86,1,0,26,26.125,0,1
584,2.12,2,0,0,6,0,0
1421,6.92,1,0,34,33.875,0,1
231,1.11,5,0,8,5.95,0,0
1173,3.38,2,0,27,34.2,0,1
826,2.99,1,0,23,13.6,0,0
584,2.25,1,0,0,6,0,0
1305,6.04,1,0,47,34.525,0,1
2281,18.3,2,0,0,6,0,0
778,2.83,2,0,0,26.625,0,1
8,14.02,1,0,75,2.7,0,0
1777,10.24,1,0,51,26.325,0,1
733,5.97,1,0,8,29.875,0,1
765,2.11,1,0,0,6,0,0
364,1.69,1,0,0,6,0,0
842,2.83,1,0,4,6.05,0,0
1187,11.89,2,0,0,2.25,0,0
1042,3.2,1,0,21,13.2,0,0
1427,10.94,1,0,35,5.875,0,0
534,2.17,1,0,0,13.5,0,0
924,14.32,1,0,39,6.45,0,0
680,1.82,1,0,15,13.95,0,0
852,5.36,1,0,0,9.75,0,0
528,1.17,1,0,0,13.5,0,0
171,0.71,2,0,7,6.2,0,0
1307,12.55,1,0,39,6.45,0,0
489,1.56,1,0,0,6,0,0
368,1.66,1,0,12,13.2,0,0
285,1.88,1,0,10,6.2,0,0
479,1.4,1,0,13,13.7,0,0
1489,3.54,4,0,0,13.5,0,0
765,7.15,1,0,0,6,0,0
357,1.96,1,0,18,9.3,0,0
828,3.8,1,0,18,6.45,0,0
668,5.38,1,0,19,26.375,0,1
428,1.58,2,0,16,6.425,0,0
697,5.84,2,0,20,5.95,0,0
563,2.61,1,0,15,13.2,0,0
672,2.66,1,0,15,5.7,0,0
968,6.61,1,0,9,27,0,1
592,1.45,1,0,0,9.75,0,0
536,1.92,1,0,18,34.2,0,1
1932,7.87,1,0,0,26.625,0,1
396,1.96,1,0,16,6.425,0,0
1335,5.78,1,0,0,6,0,0
1227,9.67,1,0,33,9.45,0,0
3269,25.23,1,0,0,9.75,0,0
1070,4.1,1,0,0,26.625,0,1
494,2.27,1,0,13,13.7,0,0
2111,5.79,1,0,0,13.5,0,0
380,1.46,1,0,0,6,0,0
738,4.62,1,0,19,13.7,0,0
17,0.02,1,0,0,6,0,0
641,4.99,1,0,19,26.375,0,1
810,3.59,2,0,19,13.7,0,0
195,0.97,2,0,0,13.5,0,0
1082,3.62,1,0,0,13.5,0,0
401,1.82,2,0,18,9.3,0,0
1398,9.35,2,0,75,26.625,0,1
302,2.49,1,0,18,5.55,0,0
359,0.97,1,0,0,6,0,0
610,0.85,1,0,0,6,0,0
427,2.33,1,0,0,6,0,0
412,3.01,1,0,0,13.5,0,0
279,3.27,1,0,0,9.75,0,0
43,0.02,1,0,23,2.425,0,0
3230,10.54,1,0,0,26.625,0,1
1597,6.73,1,0,0,26.625,0,1
303,1.58,1,0,0,13.5,0,0
460,3.35,1,0,15,9.45,0,0
1102,11.72,1,0,90,2.7,0,0
944,3.22,1,0,0,13.5,0,0
1406,6.53,1,0,30,34.125,0,1
621,5.55,1,0,0,9.75,0,0
551,2.37,1,0,11,13.525,0,0
1735,7.24,1,0,55,26.825,0,1
236,1.35,1,0,0,6,0,0
738,3.14,2,0,0,26.625,0,1
742,4.14,1,0,22,26.45,0,1
425,1.35,1,0,0,6,0,0
884,3.43,1,0,0,6,0,0
60,0.13,1,0,0,13.5,0,0
814,6.41,1,0,28,30.2,0,1
1019,10.09,1,0,1,26.15,0,1
769,4.02,1,0,0,13.5,0,0
550,6.12,1,0,9,6,0,0
433,2.33,1,0,19,9.425,0,0
1427,4.35,1,0,0,6,0,0
982,5.12,1,0,21,5.7,0,0
909,4.02,2,0,23,26.875,0,1
1502,7.05,1,0,29,5.95,0,0
752,4.46,1,0,34,30.275,0,1
241,2.19,1,0,11,13.45,0,0
1076,3.4,1,0,25,26.45,0,1
607,2.96,1,0,15,5.7,0,0
612,2.35,1,0,14,5.95,0,0
1623,24.91,1,0,65,5.95,0,0
1322,7.47,1,0,45,13.05,0,0
502,3.65,6,0,0,9.75,0,0
1004,3.99,1,0,0,6,0,0
678,3.4,1,0,0,13.5,0,0
595,2.72,1,0,8,9.25,0,0
881,8.53,1,0,32,26.95,0,1
1589,4.35,1,0,32,34.45,0,1
423,1.8,1,0,0,9.75,0,0
885,4.89,1,0,0,6,0,0
352,1.54,2,0,0,9.75,0,0
1290,3.75,1,0,0,6,0,0
308,0.89,1,0,0,13.5,0,0
876,4.76,1,0,20,5.95,0,0
1511,5.02,6,0,0,26.625,0,1
435,3.27,1,0,19,33.95,0,1
370,2.09,1,0,8,33.625,0,1
339,1.54,2,0,0,6,0,0
1483,5.01,1,0,24,33.825,0,1
241,1.03,1,0,0,9.75,0,0
644,2.49,1,0,15,9.45,0,0
731,3.4,1,0,0,26.625,0,1
1313,6.81,1,0,0,13.5,0,0
271,0.97,1,0,0,13.5,0,0
624,7.45,1,0,30,5.625,0,0
271,1.21,4,0,30,13.5,0,0
1758,4.57,1,0,0,6,0,0
565,1.46,1,0,8,13,0,0
812,4.38,1,0,22,27.125,0,1
589,1.53,1,0,12,6.45,0,0
569,4.44,1,0,21,26.7,0,1
1185,1.53,2,0,0,6,0,0
297,1.77,1,0,0,6,0,0
918,8.35,1,0,0,2.25,0,0
2501,29.82,1,0,75,30.375,0,1
1942,10.88,1,0,0,22.875,0,1
708,3.09,1,0,15,5.7,0,0
